ID,Campaign,Age,Age_Group,Education,Marital_Status,Income,Total_Spent,Response,Recency,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Kidhome,Teenhome,Conversion_Status,Spending_Category,Income_Segment
8686,Campaign_A,45,Middle-Aged,Basic,Partner,23724.0,75,0,65,2,0,3,8,2,1,0,Not Converted,Very Low,Low
1604,Campaign_A,64,Senior,Master,Partner,47353.0,225,0,93,2,2,6,5,3,0,1,Not Converted,Low,Medium
5907,Campaign_A,72,Senior,Master,Partner,33444.0,18,0,24,1,0,2,8,1,1,1,Not Converted,Very Low,Medium
10669,Campaign_B,43,Middle-Aged,Graduation,Partner,54386.0,470,0,8,3,2,10,3,2,0,1,Not Converted,Low,Medium
2918,Campaign_A,43,Middle-Aged,Graduation,Single,28510.0,91,0,72,2,0,4,5,3,1,1,Not Converted,Very Low,Low
5735,Campaign_A,33,Young,Master,Single,90638.0,2525,0,29,3,4,10,1,1,0,0,Not Converted,High,Very High
359,Campaign_B,74,Senior,Graduation,Partner,48070.0,504,0,33,8,2,6,7,3,0,1,Not Converted,Medium,Medium
8387,Campaign_B,67,Senior,Graduation,Partner,43140.0,235,0,68,4,1,5,6,1,0,1,Not Converted,Low,Medium
1829,Campaign_B,63,Senior,PhD,Single,54959.0,1232,1,55,9,5,4,7,3,0,1,Converted,High,Medium
3839,Campaign_B,66,Senior,Basic,Single,15056.0,88,0,76,2,2,3,5,5,1,1,Not Converted,Very Low,Low
9392,Campaign_B,53,Middle-Aged,Graduation,Single,26954.0,17,0,17,1,0,2,7,1,1,0,Not Converted,Very Low,Low
2292,Campaign_B,39,Middle-Aged,Graduation,Single,22327.0,24,0,94,1,0,3,5,1,1,0,Not Converted,Very Low,Low
10466,Campaign_B,59,Senior,Graduation,Partner,44393.0,60,0,86,1,0,4,4,2,1,1,Not Converted,Very Low,Medium
9855,Campaign_A,72,Senior,PhD,Single,62000.0,1020,0,25,6,6,13,4,1,0,1,Not Converted,High,High
4088,Campaign_A,62,Senior,PhD,Partner,31497.0,155,0,22,3,1,4,8,2,0,1,Not Converted,Low,Medium
5231,Campaign_B,50,Middle-Aged,2n Cycle,Partner,45894.0,51,0,15,1,0,3,5,1,0,2,Not Converted,Very Low,Medium
590,Campaign_A,54,Middle-Aged,Master,Single,78579.0,1812,1,35,5,6,4,3,1,0,0,Converted,High,High
8732,Campaign_A,55,Middle-Aged,Master,Single,67369.0,1461,1,81,7,4,10,4,4,0,1,Converted,High,High
2315,Campaign_A,64,Senior,Graduation,Single,58401.0,96,0,55,1,2,2,4,1,0,1,Not Converted,Very Low,Medium
3515,Campaign_B,72,Senior,Graduation,Single,62307.0,160,0,94,4,0,4,5,1,0,1,Not Converted,Low,High
2245,Campaign_B,55,Middle-Aged,Master,Partner,43641.0,139,0,50,2,1,4,6,3,1,1,Not Converted,Low,Medium
6283,Campaign_A,56,Senior,Master,Single,63841.0,908,0,64,9,3,9,6,1,0,1,Not Converted,Medium,High
2246,Campaign_B,59,Senior,2n Cycle,Partner,46891.0,183,0,91,2,1,4,4,1,0,1,Not Converted,Low,Medium
6606,Campaign_A,55,Middle-Aged,Master,Partner,70091.0,1161,0,11,5,2,10,8,2,1,0,Not Converted,High,High
5545,Campaign_A,52,Middle-Aged,PhD,Partner,78075.0,988,0,72,3,5,5,1,1,0,0,Not Converted,Medium,High
7342,Campaign_A,63,Senior,2n Cycle,Single,59184.0,1072,0,6,6,6,12,5,3,0,1,Not Converted,High,Medium
837,Campaign_A,47,Middle-Aged,Graduation,Partner,54809.0,174,0,0,2,1,5,4,4,1,1,Not Converted,Low,Medium
9500,Campaign_B,65,Senior,Graduation,Partner,58113.0,758,0,66,9,2,8,7,3,0,1,Not Converted,Medium,Medium
3602,Campaign_B,66,Senior,Master,Partner,51412.0,195,0,42,3,2,4,4,2,0,1,Not Converted,Low,Medium
234,Campaign_B,45,Middle-Aged,Graduation,Single,15287.0,31,1,60,1,1,2,7,2,1,0,Converted,Very Low,Low
2995,Campaign_A,67,Senior,Master,Partner,66636.0,1084,0,64,3,4,9,1,1,0,0,Not Converted,High,High
1118,Campaign_B,68,Senior,Master,Partner,50965.0,685,0,87,10,4,5,8,3,0,1,Not Converted,Medium,Medium
7789,Campaign_A,59,Senior,PhD,Partner,84618.0,1672,0,96,6,9,10,2,1,0,0,Not Converted,High,High
3068,Campaign_B,34,Young,Graduation,Partner,18351.0,43,0,1,2,0,3,7,1,0,0,Not Converted,Very Low,Low
8955,Campaign_A,67,Senior,PhD,Partner,40451.0,49,0,54,1,1,2,5,1,0,2,Not Converted,Very Low,Medium
945,Campaign_A,59,Senior,Graduation,Partner,36317.0,133,0,53,3,0,4,7,2,0,1,Not Converted,Low,Medium
5644,Campaign_A,67,Senior,Graduation,Partner,42213.0,363,0,96,5,1,7,7,2,0,1,Not Converted,Low,Medium
7192,Campaign_B,69,Senior,Graduation,Partner,65748.0,545,0,58,2,4,10,1,2,0,1,Not Converted,Medium,High
2324,Campaign_B,52,Middle-Aged,Graduation,Partner,77044.0,1065,0,12,7,11,11,4,2,0,1,Not Converted,High,High
697,Campaign_B,55,Middle-Aged,Graduation,Partner,74918.0,2047,0,78,5,9,6,3,1,0,0,Not Converted,High,High
3439,Campaign_B,52,Middle-Aged,Graduation,Partner,56721.0,296,0,64,4,1,5,6,5,1,1,Not Converted,Low,Medium
1506,Campaign_A,49,Middle-Aged,Graduation,Single,42160.0,140,1,26,2,1,4,6,4,1,1,Converted,Low,Medium
232,Campaign_B,59,Senior,Graduation,Single,61559.0,530,0,8,4,2,10,3,1,0,1,Not Converted,Medium,High
8876,Campaign_B,61,Senior,PhD,Partner,33629.0,152,0,49,3,1,4,9,5,1,1,Not Converted,Low,Medium
4500,Campaign_A,33,Young,PhD,Partner,68682.0,1598,0,56,4,9,10,2,1,0,0,Not Converted,High,High
9739,Campaign_A,61,Senior,Graduation,Single,34377.0,114,0,55,2,2,2,7,2,0,1,Not Converted,Low,Medium
10395,Campaign_A,38,Middle-Aged,Basic,Single,8940.0,101,0,25,3,1,3,8,3,1,0,Not Converted,Low,Low
1176,Campaign_B,51,Middle-Aged,Graduation,Partner,26228.0,25,0,50,1,0,2,8,1,1,0,Not Converted,Very Low,Low
1627,Campaign_A,67,Senior,2n Cycle,Single,77297.0,789,0,84,5,7,9,4,1,0,0,Not Converted,Medium,High
938,Campaign_A,43,Middle-Aged,Graduation,Partner,40211.0,87,0,30,2,1,2,8,2,1,1,Not Converted,Very Low,Medium
2740,Campaign_A,66,Senior,PhD,Single,33438.0,90,0,81,2,1,4,5,4,1,1,Not Converted,Very Low,Medium
257,Campaign_B,65,Senior,PhD,Partner,75032.0,1215,0,74,5,4,9,3,2,0,1,Not Converted,High,High
4058,Campaign_A,69,Senior,PhD,Single,61284.0,811,0,76,11,2,8,6,1,0,0,Not Converted,Medium,High
7736,Campaign_B,38,Middle-Aged,Graduation,Partner,22518.0,61,1,36,2,1,2,5,2,1,0,Converted,Very Low,Low
8210,Campaign_B,49,Middle-Aged,Master,Partner,54730.0,405,0,64,4,1,8,4,5,0,1,Not Converted,Low,Medium
833,Campaign_A,69,Senior,Master,Partner,38452.0,72,0,62,3,0,3,7,3,1,1,Not Converted,Very Low,Medium
6230,Campaign_A,53,Middle-Aged,Graduation,Single,44421.0,189,0,53,5,0,4,8,5,1,1,Not Converted,Low,Medium
7325,Campaign_B,38,Middle-Aged,PhD,Partner,38197.0,40,0,86,1,0,3,5,1,1,0,Not Converted,Very Low,Medium
1307,Campaign_A,46,Middle-Aged,Graduation,Single,41986.0,63,0,15,3,0,4,4,3,0,1,Not Converted,Very Low,Medium
1502,Campaign_A,41,Middle-Aged,Graduation,Partner,28427.0,52,0,67,2,0,3,8,2,1,0,Not Converted,Very Low,Low
6211,Campaign_B,48,Middle-Aged,PhD,Partner,37395.0,39,0,47,1,0,3,6,1,1,0,Not Converted,Very Low,Medium
843,Campaign_B,53,Middle-Aged,Graduation,Partner,64722.0,805,0,47,8,2,11,6,4,1,0,Not Converted,Medium,High
4174,Campaign_A,68,Senior,Master,Partner,55249.0,130,0,81,2,1,4,3,1,0,1,Not Converted,Low,Medium
9757,Campaign_B,52,Middle-Aged,Graduation,Partner,84906.0,1631,0,98,5,6,12,2,1,0,0,Not Converted,High,High
6918,Campaign_A,35,Young,Graduation,Partner,28691.0,34,0,56,1,0,3,8,1,1,0,Not Converted,Very Low,Low
286,Campaign_A,72,Senior,Graduation,Single,44213.0,152,0,48,2,1,5,6,4,1,1,Not Converted,Low,Medium
11086,Campaign_A,40,Middle-Aged,Basic,Single,25707.0,21,0,18,1,0,3,7,1,1,0,Not Converted,Very Low,Low
1921,Campaign_B,57,Senior,PhD,Partner,59062.0,71,0,74,2,0,3,4,2,2,1,Not Converted,Very Low,Medium
4138,Campaign_A,62,Senior,Graduation,Single,76624.0,899,0,68,5,10,7,1,1,0,1,Not Converted,Medium,High
7718,Campaign_A,77,Senior,Master,Partner,66000.0,711,0,36,1,3,5,1,1,0,0,Not Converted,Medium,High
1291,Campaign_A,46,Middle-Aged,PhD,Partner,27683.0,351,0,90,6,2,4,8,4,1,0,Not Converted,Low,Low
6862,Campaign_B,53,Middle-Aged,Graduation,Single,1730.0,8,0,65,0,0,0,20,15,0,0,Not Converted,Very Low,Low
4136,Campaign_B,32,Young,Basic,Single,7500.0,119,0,63,3,2,2,9,4,1,0,Not Converted,Low,Low
803,Campaign_B,56,Senior,Graduation,Partner,40521.0,21,0,82,0,1,2,5,1,1,1,Not Converted,Very Low,Medium
4298,Campaign_B,51,Middle-Aged,PhD,Partner,20427.0,10,0,63,1,0,2,8,1,1,0,Not Converted,Very Low,Low
10833,Campaign_B,49,Middle-Aged,Graduation,Partner,65106.0,973,0,55,8,3,13,6,3,0,1,Not Converted,Medium,High
9606,Campaign_A,59,Senior,PhD,Partner,69969.0,1536,1,64,4,2,6,3,1,0,0,Converted,High,High
8534,Campaign_B,72,Senior,Graduation,Partner,67433.0,992,0,51,6,5,13,4,4,0,2,Not Converted,Medium,High
5153,Campaign_B,57,Senior,PhD,Partner,77766.0,1529,1,97,11,10,11,6,2,0,1,Converted,High,High
961,Campaign_B,52,Middle-Aged,Graduation,Partner,74716.0,860,0,92,7,3,5,4,2,0,1,Not Converted,Medium,High
5011,Campaign_A,61,Senior,Graduation,Single,68118.0,928,0,51,8,9,4,6,2,0,1,Not Converted,Medium,High
6653,Campaign_B,54,Middle-Aged,PhD,Partner,55158.0,418,1,72,7,2,5,7,4,1,1,Converted,Low,Medium
9094,Campaign_B,69,Senior,2n Cycle,Partner,62972.0,587,1,39,7,4,3,6,2,0,1,Converted,Medium,High
810,Campaign_A,49,Middle-Aged,Graduation,Partner,74190.0,641,0,49,4,2,11,2,2,0,1,Not Converted,Medium,High
5493,Campaign_B,48,Middle-Aged,Graduation,Partner,39356.0,23,0,21,1,0,2,6,1,1,1,Not Converted,Very Low,Medium
2147,Campaign_A,55,Middle-Aged,Graduation,Partner,76653.0,2279,0,91,4,7,11,2,1,0,0,Not Converted,High,High
5107,Campaign_A,51,Middle-Aged,PhD,Single,35860.0,49,0,37,1,1,2,5,2,1,1,Not Converted,Very Low,Medium
3979,Campaign_A,41,Middle-Aged,PhD,Single,90687.0,1779,1,98,6,2,8,2,1,0,0,Converted,High,Very High
6049,Campaign_A,42,Middle-Aged,Master,Partner,73450.0,1804,0,85,7,8,11,3,1,0,0,Not Converted,High,High
8147,Campaign_A,64,Senior,Graduation,Partner,31454.0,48,0,40,2,0,3,8,3,1,1,Not Converted,Very Low,Medium
1857,Campaign_B,72,Senior,Graduation,Single,47139.0,83,1,2,2,1,2,7,2,1,1,Converted,Very Low,Medium
3910,Campaign_A,49,Middle-Aged,Graduation,Single,83829.0,1862,1,78,4,7,6,1,0,0,0,Converted,High,High
5207,Campaign_A,61,Senior,PhD,Partner,53378.0,793,1,41,9,4,6,8,10,1,1,Converted,Medium,Medium
11114,Campaign_B,54,Middle-Aged,Graduation,Partner,19656.0,84,0,94,2,1,3,7,3,1,0,Not Converted,Very Low,Low
5429,Campaign_A,76,Senior,PhD,Partner,45579.0,183,0,10,4,1,4,6,1,0,1,Not Converted,Low,Medium
9400,Campaign_B,66,Senior,2n Cycle,Single,85485.0,1383,0,73,6,6,6,2,1,0,0,Not Converted,High,High
1740,Campaign_B,80,Senior,Graduation,Partner,55956.0,999,0,22,7,3,4,4,2,0,0,Not Converted,Medium,Medium
7488,Campaign_B,61,Senior,Master,Single,64191.0,825,0,30,5,3,13,3,3,0,1,Not Converted,Medium,High
195,Campaign_A,52,Middle-Aged,Graduation,Single,38808.0,246,1,21,5,1,4,8,4,1,0,Converted,Low,Medium
635,Campaign_A,58,Senior,Master,Partner,57183.0,610,0,51,9,1,7,8,8,1,1,Not Converted,Medium,Medium
7527,Campaign_A,56,Senior,Master,Single,23748.0,76,0,97,2,1,3,8,3,1,0,Not Converted,Very Low,Low
10319,Campaign_B,53,Middle-Aged,Graduation,Partner,66303.0,1286,0,56,3,4,11,8,4,0,1,Not Converted,High,High
2296,Campaign_A,49,Middle-Aged,Master,Partner,37368.0,30,0,4,1,0,2,6,1,1,0,Not Converted,Very Low,Medium
10637,Campaign_A,60,Senior,Graduation,Partner,40800.0,99,0,77,3,0,3,7,2,1,2,Not Converted,Very Low,Medium
2931,Campaign_A,46,Middle-Aged,Graduation,Single,71847.0,1192,0,95,6,7,9,3,0,0,0,Not Converted,High,High
907,Campaign_B,49,Middle-Aged,Graduation,Partner,46149.0,362,0,36,5,1,7,5,5,0,1,Not Converted,Low,Medium
3698,Campaign_B,41,Middle-Aged,Graduation,Partner,78687.0,2130,1,13,4,6,8,2,1,0,0,Converted,High,High
9516,Campaign_A,53,Middle-Aged,2n Cycle,Single,49118.0,1229,1,90,9,7,10,7,2,0,0,Converted,High,Medium
679,Campaign_A,67,Senior,PhD,Partner,37633.0,38,0,49,1,0,3,9,2,1,1,Not Converted,Very Low,Medium
7384,Campaign_A,73,Senior,Master,Partner,39767.0,485,0,18,7,1,7,8,2,0,0,Not Converted,Low,Medium
5043,Campaign_A,73,Senior,Basic,Partner,26997.0,434,0,89,4,2,5,7,2,0,0,Not Converted,Low,Low
5267,Campaign_B,54,Middle-Aged,Graduation,Single,33986.0,44,0,43,1,0,3,7,1,1,0,Not Converted,Very Low,Medium
339,Campaign_B,52,Middle-Aged,PhD,Partner,57091.0,496,1,82,9,2,5,7,2,0,1,Converted,Low,Medium
2516,Campaign_B,55,Middle-Aged,2n Cycle,Partner,46831.0,78,0,84,1,2,2,4,2,1,1,Not Converted,Very Low,Medium
9010,Campaign_B,52,Middle-Aged,Master,Partner,83151.0,2346,1,80,5,7,10,2,1,0,0,Converted,High,High
378,Campaign_A,53,Middle-Aged,Graduation,Partner,52531.0,794,0,68,7,2,10,6,2,0,0,Not Converted,Medium,Medium
4808,Campaign_A,68,Senior,Graduation,Partner,15759.0,17,0,12,1,0,2,7,1,0,0,Not Converted,Very Low,Low
5068,Campaign_A,53,Middle-Aged,Graduation,Single,22804.0,26,0,75,2,0,2,9,1,1,0,Not Converted,Very Low,Low
7628,Campaign_B,51,Middle-Aged,2n Cycle,Partner,43050.0,76,0,10,2,0,4,5,2,1,0,Not Converted,Very Low,Medium
7128,Campaign_A,47,Middle-Aged,PhD,Single,42997.0,15,0,91,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
2811,Campaign_B,61,Senior,PhD,Single,48918.0,62,0,21,1,0,4,4,2,1,1,Not Converted,Very Low,Medium
3551,Campaign_B,70,Senior,Master,Partner,60033.0,198,0,28,2,1,5,2,2,0,1,Not Converted,Low,High
1663,Campaign_A,46,Middle-Aged,PhD,Partner,34043.0,49,0,97,2,0,2,9,1,1,0,Not Converted,Very Low,Medium
5543,Campaign_A,58,Senior,Graduation,Partner,57811.0,802,0,49,7,2,11,5,5,0,1,Not Converted,Medium,Medium
1577,Campaign_A,78,Senior,Graduation,Partner,78569.0,1736,1,14,4,6,4,1,1,0,0,Converted,High,High
10641,Campaign_B,46,Middle-Aged,Graduation,Single,7500.0,57,0,5,2,1,3,6,4,1,1,Not Converted,Very Low,Low
5336,Campaign_A,53,Middle-Aged,Master,Partner,157733.0,59,0,37,1,0,1,1,0,1,0,Not Converted,Very Low,
6024,Campaign_B,71,Senior,Graduation,Partner,94384.0,2302,1,62,5,8,5,2,0,0,0,Converted,High,Very High
1878,Campaign_A,39,Middle-Aged,2n Cycle,Partner,23148.0,37,0,83,2,0,3,7,1,0,0,Not Converted,Very Low,Low
3099,Campaign_B,54,Middle-Aged,Graduation,Single,44267.0,310,0,48,5,2,4,9,5,1,1,Not Converted,Low,Medium
6055,Campaign_B,45,Middle-Aged,Graduation,Partner,71626.0,1305,0,94,5,5,8,3,1,0,0,Not Converted,High,High
5841,Campaign_A,58,Senior,Graduation,Partner,60894.0,832,0,61,10,3,8,7,5,0,1,Not Converted,Medium,High
3972,Campaign_B,48,Middle-Aged,Graduation,Partner,50200.0,401,0,70,7,1,5,8,6,1,1,Not Converted,Low,Medium
4394,Campaign_B,59,Senior,PhD,Partner,81051.0,1501,0,43,5,5,12,2,1,0,0,Not Converted,High,High
5758,Campaign_A,42,Middle-Aged,Graduation,Partner,65169.0,1189,1,23,10,4,13,6,1,0,0,Converted,High,High
6658,Campaign_B,52,Middle-Aged,Graduation,Partner,59868.0,1194,0,37,11,2,12,6,7,0,1,Not Converted,High,Medium
4603,Campaign_A,64,Senior,PhD,Partner,65695.0,656,0,50,5,4,10,4,2,0,1,Not Converted,Medium,High
8427,Campaign_B,68,Senior,Master,Single,64857.0,1540,0,78,7,5,10,4,1,0,0,Not Converted,High,High
10260,Campaign_A,59,Senior,Master,Partner,45143.0,311,0,74,6,1,5,7,3,0,1,Not Converted,Low,Medium
7143,Campaign_A,69,Senior,2n Cycle,Partner,74805.0,820,0,14,4,7,10,2,5,0,1,Not Converted,Medium,High
8789,Campaign_B,35,Young,2n Cycle,Partner,59060.0,274,0,77,3,1,7,4,3,1,0,Not Converted,Low,Medium
6197,Campaign_B,62,Senior,PhD,Single,27238.0,57,0,39,3,0,3,9,3,1,1,Not Converted,Very Low,Low
4554,Campaign_B,59,Senior,Graduation,Partner,47009.0,448,0,89,3,2,8,4,4,0,1,Not Converted,Low,Medium
4937,Campaign_B,51,Middle-Aged,2n Cycle,Partner,46094.0,44,0,62,1,0,3,7,1,1,1,Not Converted,Very Low,Medium
1920,Campaign_B,52,Middle-Aged,Graduation,Partner,40321.0,102,0,59,3,0,3,7,2,1,1,Not Converted,Low,Medium
8749,Campaign_A,40,Middle-Aged,Graduation,Partner,37235.0,61,0,68,1,1,2,4,1,1,0,Not Converted,Very Low,Medium
1650,Campaign_B,64,Senior,Master,Partner,81843.0,1643,0,13,5,9,12,3,1,0,0,Not Converted,High,High
10377,Campaign_A,66,Senior,Master,Partner,46692.0,397,0,37,6,1,5,6,3,0,1,Not Converted,Low,Medium
9206,Campaign_A,56,Senior,Graduation,Partner,77382.0,1121,0,36,5,7,12,1,2,0,1,Not Converted,High,High
10971,Campaign_B,47,Middle-Aged,Graduation,Single,37774.0,473,1,28,7,2,3,9,4,2,0,Converted,Low,Medium
6398,Campaign_A,50,Middle-Aged,Basic,Partner,18393.0,50,0,2,3,0,3,8,2,1,0,Not Converted,Very Low,Low
9212,Campaign_A,62,Senior,Master,Partner,72828.0,1678,0,17,6,3,13,7,6,0,1,Not Converted,High,High
7937,Campaign_A,42,Middle-Aged,Graduation,Partner,24711.0,58,0,86,3,0,3,7,1,0,0,Not Converted,Very Low,Low
839,Campaign_A,49,Middle-Aged,PhD,Partner,45503.0,170,0,54,3,1,4,5,1,1,0,Not Converted,Low,Medium
4246,Campaign_B,42,Middle-Aged,Master,Single,6560.0,373,0,2,1,0,1,17,0,0,0,Not Converted,Low,Low
158,Campaign_A,79,Senior,PhD,Partner,71604.0,1196,1,3,8,3,5,4,1,0,0,Converted,High,High
4832,Campaign_B,45,Middle-Aged,Graduation,Partner,27244.0,101,0,84,2,2,2,7,2,1,0,Not Converted,Low,Low
5621,Campaign_B,55,Middle-Aged,Graduation,Partner,48752.0,316,1,8,6,1,5,9,5,1,1,Converted,Low,Medium
1945,Campaign_A,62,Senior,Graduation,Partner,71434.0,1400,0,4,7,4,7,4,3,0,1,Not Converted,High,High
5147,Campaign_B,76,Senior,Graduation,Single,90842.0,1424,0,57,4,9,13,1,1,0,0,Not Converted,High,Very High
2535,Campaign_B,46,Middle-Aged,Master,Partner,88097.0,844,1,24,6,5,8,9,1,1,0,Converted,Medium,High
11039,Campaign_B,49,Middle-Aged,Graduation,Partner,51948.0,311,0,51,5,2,4,5,2,0,1,Not Converted,Low,Medium
9495,Campaign_A,42,Middle-Aged,Graduation,Partner,71853.0,1149,0,29,2,8,6,1,1,0,0,Not Converted,High,High
9635,Campaign_B,41,Middle-Aged,Master,Partner,35876.0,129,0,13,3,1,3,6,1,0,0,Not Converted,Low,Medium
2173,Campaign_B,72,Senior,Graduation,Single,40049.0,32,0,23,1,0,3,6,1,0,1,Not Converted,Very Low,Medium
942,Campaign_B,42,Middle-Aged,Graduation,Single,39660.0,299,1,36,7,1,3,9,3,1,0,Converted,Low,Medium
9386,Campaign_A,62,Senior,Graduation,Partner,50127.0,320,0,88,5,1,6,6,1,0,1,Not Converted,Low,Medium
5510,Campaign_B,47,Middle-Aged,Master,Partner,43263.0,441,0,2,5,2,6,5,3,0,1,Not Converted,Low,Medium
873,Campaign_A,75,Senior,Master,Partner,62845.0,1178,1,3,3,4,10,8,11,1,1,Converted,High,High
2253,Campaign_A,34,Young,Graduation,Partner,18929.0,85,0,15,1,0,4,6,1,0,0,Not Converted,Very Low,Low
5181,Campaign_A,42,Middle-Aged,Basic,Single,24367.0,24,0,58,1,0,2,9,1,1,0,Not Converted,Very Low,Low
979,Campaign_A,49,Middle-Aged,Graduation,Single,33249.0,112,0,11,2,1,3,6,2,1,0,Not Converted,Low,Medium
10390,Campaign_A,65,Senior,2n Cycle,Partner,26887.0,30,0,27,1,0,3,6,1,0,1,Not Converted,Very Low,Low
4698,Campaign_A,41,Middle-Aged,PhD,Partner,50150.0,410,0,32,5,2,7,5,2,0,0,Not Converted,Low,Medium
7793,Campaign_B,48,Middle-Aged,Graduation,Partner,62061.0,800,0,12,10,4,7,6,3,0,1,Not Converted,Medium,High
1745,Campaign_A,62,Senior,PhD,Single,85696.0,1313,1,88,4,6,9,1,1,0,0,Converted,High,High
10590,Campaign_B,68,Senior,PhD,Partner,76542.0,1483,0,91,4,8,10,2,1,0,0,Not Converted,High,High
5080,Campaign_B,31,Young,Graduation,Single,70515.0,1258,1,12,6,6,4,2,1,0,0,Converted,High,High
8369,Campaign_A,37,Middle-Aged,Graduation,Partner,18227.0,28,0,21,0,1,2,8,1,1,0,Not Converted,Very Low,Low
5232,Campaign_B,59,Senior,Graduation,Partner,69139.0,227,0,23,4,1,5,4,1,0,1,Not Converted,Low,High
2407,Campaign_B,42,Middle-Aged,Graduation,Partner,69109.0,1555,1,10,6,6,7,4,1,0,0,Converted,High,High
3834,Campaign_B,62,Senior,Graduation,Single,69627.0,861,0,35,8,2,11,5,2,0,1,Not Converted,Medium,High
7912,Campaign_B,46,Middle-Aged,Graduation,Partner,38136.0,103,0,69,3,1,2,8,2,1,0,Not Converted,Low,Medium
7712,Campaign_A,78,Senior,PhD,Single,62159.0,634,0,68,6,2,10,4,1,0,0,Not Converted,Medium,High
1065,Campaign_B,61,Senior,Graduation,Single,80695.0,1918,0,85,5,8,5,2,1,0,0,Not Converted,High,High
7275,Campaign_A,53,Middle-Aged,Master,Single,33316.0,131,0,34,2,1,4,6,3,1,1,Not Converted,Low,Medium
1343,Campaign_B,56,Senior,Graduation,Partner,58554.0,586,0,55,8,2,6,7,6,1,1,Not Converted,Medium,Medium
1384,Campaign_B,32,Young,Basic,Partner,17256.0,62,0,10,2,1,2,8,2,1,0,Not Converted,Very Low,Low
9967,Campaign_A,50,Middle-Aged,Graduation,Single,53034.0,447,0,30,6,1,7,8,8,1,1,Not Converted,Low,Medium
6181,Campaign_B,74,Senior,2n Cycle,Partner,52203.0,939,0,36,8,7,11,6,1,0,0,Not Converted,Medium,Medium
10507,Campaign_B,47,Middle-Aged,2n Cycle,Single,59601.0,797,0,14,2,2,7,8,4,0,1,Not Converted,Medium,Medium
2674,Campaign_B,66,Senior,Master,Single,75154.0,1143,1,79,6,3,6,3,1,0,1,Converted,High,High
2698,Campaign_A,48,Middle-Aged,Graduation,Single,47025.0,415,0,52,6,3,5,6,3,0,1,Not Converted,Low,Medium
3231,Campaign_B,51,Middle-Aged,Graduation,Partner,37971.0,30,0,97,1,0,3,8,1,1,0,Not Converted,Very Low,Medium
4096,Campaign_A,56,Senior,Master,Single,41335.0,187,0,24,4,1,4,7,3,1,0,Not Converted,Low,Medium
10476,Campaign_B,66,Senior,Graduation,Partner,67267.0,251,0,0,3,2,5,2,1,0,1,Not Converted,Low,High
5948,Campaign_A,49,Middle-Aged,Graduation,Single,57338.0,237,0,96,4,1,5,5,2,0,1,Not Converted,Low,Medium
9140,Campaign_A,64,Senior,2n Cycle,Partner,50523.0,91,0,89,2,0,4,6,2,1,1,Not Converted,Very Low,Medium
10258,Campaign_B,59,Senior,Master,Single,35791.0,35,0,94,1,0,3,8,2,2,1,Not Converted,Very Low,Medium
5675,Campaign_B,64,Senior,PhD,Single,50611.0,493,0,98,4,5,7,6,6,0,1,Not Converted,Low,Medium
4743,Campaign_A,55,Middle-Aged,PhD,Partner,56242.0,971,0,72,8,4,11,6,5,0,1,Not Converted,Medium,Medium
8805,Campaign_A,64,Senior,Graduation,Single,48904.0,371,0,1,7,2,4,8,4,0,1,Not Converted,Low,Medium
1542,Campaign_B,49,Middle-Aged,Graduation,Single,56243.0,396,0,26,4,2,8,5,6,1,2,Not Converted,Low,Medium
6770,Campaign_A,39,Middle-Aged,Graduation,Partner,21355.0,68,1,5,2,1,2,6,2,1,0,Converted,Very Low,Low
8773,Campaign_B,53,Middle-Aged,Master,Partner,57420.0,322,0,22,5,1,6,7,3,0,1,Not Converted,Low,Medium
10475,Campaign_B,54,Middle-Aged,Master,Partner,52247.25135379061,317,0,39,4,2,6,5,2,0,1,Not Converted,Low,Medium
10420,Campaign_B,69,Senior,Master,Single,46390.0,222,0,56,4,2,3,7,1,0,1,Not Converted,Low,Medium
7514,Campaign_B,68,Senior,2n Cycle,Partner,54342.0,177,0,74,3,1,4,6,4,1,1,Not Converted,Low,Medium
2902,Campaign_A,66,Senior,Graduation,Partner,52247.25135379061,45,0,87,1,0,3,5,1,1,1,Not Converted,Very Low,Medium
4345,Campaign_B,60,Senior,2n Cycle,Single,52247.25135379061,21,0,49,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
793,Campaign_A,51,Middle-Aged,Graduation,Partner,20895.0,45,0,24,2,0,3,9,1,1,0,Not Converted,Very Low,Low
10909,Campaign_B,76,Senior,Graduation,Partner,92344.0,1899,0,9,5,10,5,1,0,0,0,Not Converted,High,Very High
3769,Campaign_A,52,Middle-Aged,PhD,Partner,52247.25135379061,42,0,17,1,0,3,7,1,1,0,Not Converted,Very Low,Medium
8702,Campaign_B,48,Middle-Aged,2n Cycle,Partner,26907.0,22,0,10,1,0,3,7,2,1,1,Not Converted,Very Low,Low
4791,Campaign_A,44,Middle-Aged,Graduation,Partner,44964.0,41,0,35,1,0,3,8,1,1,1,Not Converted,Very Low,Medium
2963,Campaign_A,45,Middle-Aged,Graduation,Partner,75507.0,1440,0,56,8,6,6,3,1,0,0,Not Converted,High,High
8216,Campaign_B,52,Middle-Aged,Master,Partner,53761.0,325,0,7,4,4,3,5,6,1,1,Not Converted,Low,Medium
